,acc,loss,val_acc,val_loss
75,0.85625,0.4273720935732126,0.843046875,0.4849382770806551
76,0.868359375,0.40048359856009486,0.84,0.4844325169920921
77,0.863515625,0.4154766920208931,0.852734375,0.46764880053699015
78,0.861015625,0.4116742818802595,0.848359375,0.4849342680722475
79,0.863515625,0.4169837748259306,0.853671875,0.4594182486087084
80,0.865,0.41789469502866267,0.842109375,0.4805197039246559
81,0.86828125,0.39671682581305506,0.848203125,0.47145993538200853
82,0.86984375,0.40096964471042157,0.8571875,0.46073933944106105
83,0.866796875,0.4089545426517725,0.84546875,0.47763814859092235
84,0.87109375,0.39060811571776866,0.854375,0.45214685834944246
85,0.868671875,0.39942109286785127,0.852578125,0.47399938680231574
86,0.86640625,0.3966163580864668,0.848984375,0.4833952923119068
87,0.86234375,0.40777613006532193,0.846328125,0.49438196018338204
88,0.86953125,0.40094898000359536,0.84984375,0.46254389397799966
89,0.87125,0.4025814086198807,0.851640625,0.4632287133485079
90,0.86640625,0.4006976100802422,0.853125,0.466554232314229
91,0.86796875,0.3992880120873451,0.85140625,0.46431401774287223
92,0.872421875,0.39338752187788484,0.85390625,0.4600647019594908
93,0.872421875,0.39398247122764585,0.849609375,0.46156980127096175
94,0.8675,0.40287124082446096,0.85078125,0.4689464294165373
